ID,Answer
339,凱·艾維州長
340,[UNK]人國
341,1980年
342,希伯來文
343,第一心音
344,2010年
345,武漢
346,1868年
347,托土拉島
348,美國
349,倫敦大學
350,1888年
351,岡仁波齊
352,1972年
353,突厥
354,三菱重工業長崎造船廠
355,小協約國
356,民主制度的恢復
357,硫礦
358,與丹尼索瓦人混血
359,忽必烈
360,中國
361,2003年
362,捲曲數圈呈蝸牛狀
363,波蘭
364,1954年
365,韓國
366,
367,1955年
368,史都華中校
369,1910年
370,長安
371,屠殺掉花剌子模的40個城鎮
372,1958年
373,1928年
374,地球優先
375,巴爾的摩
376,中華民國政府
377,社團部
378,違反了一次
379,電子郵件
380,孔子
381,上海楊浦區大連路的地鐵站2號口
382,2005年
383,中國官員承認中國器官移植手術所使用的人體器官大部分來源於被判處死刑犯人的自願捐助
384,焦爾達諾·布魯諾
385,50
386,雙循環泵功能
387,1809年
388,日本國內市場狹小而無法發展
389,民國32年
390,先使用大量優勢兵力向西擊敗法國然後再掉頭往東對付俄國
391,人文角度看，下薩克森邦幅員遼闊
392,伯克制
393,接近音速時的上限
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,宣統三年九月十九日
398,1991年
399,《三國史記》
400,第二次工業革命
401,突厥語
402,哈納高速公路蜿蜒於茂宜島東海岸，途中有多個驚險的彎路，也經過多個黑沙灘以及瀑布。哈雷阿卡拉國家公園
403,坎貝爾式
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中文
413,氧
414,同名異物、同物異名
415,阿爾泰語系
416,清太宗
417,信陽
418,1000多年
419,准將
420,質量
421,預測
422,媽祖
423,鮑德溫伯爵
424,批鬥會
425,15米
426,蘇丹
427,雲騎尉
428,好
429,2005年9月
430,太陽
431,那拉氏
432,辛酉政變
433,具有耐腐蝕性
434,統一企業
435,2013年1月1日
436,生物學研究
437,陳誠
438,孫中山
439,與德國單獨媾和
440,進出口貿易
441,中原大戰
442,1978年
443,天皇
444,680.48
445,複合
446,嘉義市
447,經濟作物
448,肺呼氣機制
449,五角星
450,潘諾尼亞
451,航海工業
452,埃姆斯蘭高速公路
453,油電混合動力車
454,
455,1919年
456,聖弗朗西斯科格林大街202號的實驗室里，首次使用影像解剖攝影管傳送了第一個圖像：一條簡單的直線
457,北京路
458,盟旗制
459,臺南州
460,腓力二世
461,南緯30度
462,一次大戰期間
463,
464,中華人民共和國
465,保守派
466,[UNK]++
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,荷蘭共和國
472,貝爾實驗室
473,梁朝偉
474,吳三連
475,1918年
476,米勒
477,1月8日
478,掃雷艇部隊
479,元朝
480,多黨制
481,民國3年
482,1988年
483,波你尼所定義的梵語是從更早
484,東晉時期
485,線傳飛控
486,光明星4號」衛星後，宣布全面中斷韓朝僅存的經濟合作項目開城工業園區
487,烏孜別克人
488,2555公里
489,國共戰爭
490,[UNK][UNK]
491,茲維亞德·加姆薩胡爾季阿
492,總長度一般不大於100米，以避免造成路口交通不暢
493,魚雷
494,荀子
495,明朝
496,1935年
497,雙北合作交流平台
498,將傳統的靜穩定推向靜不穩定設計
499,中國政法大學
500,瓜拿納
501,二戰時期
502,水冰
503,古代
504,民國4年12月25日
505,文森特
506,1972年
507,社會主義最終實現共產主義
508,貝爾根
509,太白
510,朱棣
511,十億韓國」戰略
512,低稅賦
513,小選舉區制
514,
515,抗議活動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,民主黨
521,永和、新店居民
522,1925年
523,
524,向海
525,5.7
526,後座雷達官
527,2002年
528,天然氣
529,軍事冒險主義
530,學習維基媒體的頁面編輯工具被認為有挑戰性。一項關於學生使用基於維基媒體的維基的分配情況的調查發現，當被問及維基的主要問題的開放性問題時，24%提到了技術問題和格式，如「無法弄清楚如何加入圖像
531,周恩來逝世後整理遺產
532,兩性的分化，在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《實業部組織法》
535,鮮蝦腸粉
536,愛國教育
537,帕吉勒提河
538,西南美麗的地方
539,天」的至高無上
540,開羅
541,1932年
542,香港
543,1955年
544,多倫多運輸局
545,古羅馬共和時期的元老院的榮譽職銜，後經屋大維所創建的元首制度中，該職銜即是歷史俗稱羅馬皇帝的正式稱呼。公元前一世紀
546,柵欄
547,1910年
548,法國民意
549,保羅•狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人，女性為9347人
558,1789年
559,兩個
560,臺灣省臺北市
561,大韓民國成立後
562,金正恩
563,馬[UNK]
564,總兵官
565,《金驢記》
566,哈大客運專線
567,漢風魏韻
568,
569,反文化運動
570,英國
571,李白
572,轟炸機
573,夜間攔截任務
574,義大利
575,中世紀的漢撒同盟時代
576,大腦聽皮層
577,刺史
578,18個
579,至元二十九年
580,自由派
581,中亞
582,陶瓷
583,1980年代
584,俄國
585,密西西比文化農業
586,1918年
587,運河舊道
588,9年
589,玫瑰盃[UNK]
590,1941年2月1日
591,101公里
592,國務院常務會議
593,公元前362年，戰國時代齊國天文學家甘德已發現了木衛三，比伽利略的發現早近20個世紀
594,喬治亞共和國
595,1943年
596,逃離家園者
597,足式臀位
598,聯邦制
599,韓國
600,民權運動
601,希臘軍事獨裁者
602,瀕危物種
603,越戰
604,公民權
605,電力取暖
606,極端大陸性氣候
607,永康方巖
608,1928年
609,衛星電視是通過接收人造衛星轉播過來的電視訊號節目的電視廣播方式。衛星電視的傳輸過程一般為：通過衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線
610,霍布斯
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2006年
617,家庭喜劇片
618,
619,
620,反對建文帝削藩
621,
622,史彌遠
623,自由民主黨
624,傳播色情
625,電穿孔細胞
626,哈大客運專線
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,忠清南道
632,譴責外蒙古企圖分裂中華民國
633,教皇駐地
634,西方文明開始衝擊朝鮮半島
635,東晉常[UNK]
636,1936年
637,預言
638,星空觀測
639,五桂山
640,竹[UNK]魚
641,嘉義市
642,
643,29個
644,民國29年
645,10月23日
646,人傳》
647,元音
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底前
652,古漢語文言文
653,22年
654,阿列克修斯三世
655,尼安三世
656,南方超大陸岡瓦那大陸
657,1937年
658,1964年
659,高麗
660,油氣開發
661,外太空
662,明孝宗
663,新興世界
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,閩江口
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,奧德
678,6萬平方千米
679,80公尺
680,人民勞動的積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,內層的漿膜心包和外層的纖維心包
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1848年
688,諸羅縣志
689,杜林
690,第265
691,每局比賽前
692,民國41年
693,德國財政局
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,玫瑰盃[UNK]
699,索馬利亞政府司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,過境時
705,何韻詩
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,袁術
711,
712,東晉
713,金礪
714,22條
715,公共健康與醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,奧匈帝國
721,藍帳汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,憲法
730,郭沫若
731,90年代
732,金日成
733,第一
734,威廉·莫里斯
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,蘇聯
742,端敬王后
743,中生代
744,史達林任命約瑟普•布羅茲•狄托
745,中國共產黨
746,修改國會選區
747,抑制人口增加而實行的計劃生育
748,蘇聯
749,內閣
750,維多利中心
751,主序帶上恆星
752,嚇阻鳥群
753,華人富有、加上不少華人傾向中共，各國為推行反共政策
754,2.7％
755,日本
756,分子雲
757,鮮卑部落
758,鮑德溫伯爵
759,1918年
760,1939年
761,第二團團長
762,巴黎條約
763,1970年
764,威斯康辛大學麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,
768,資格賽
769,
770,民國16年
771,13世紀
772,文憲王
773,周恩來
774,馬略
775,至元十三年
776,妖怪
777,1970年代
778,圖西族
779,聖餐持紀念說
780,空腹死刑
781,《三國史記》
782,地心說
783,長沙太守
784,平衡溫度
785,2002年
786,上海
787,保羅·卡加梅
788,濃硫酸
789,
790,兄弟國的盟約
791,2011年
792,硫礦
793,1681年
794,義大利
795,江南社會
796,卡拉恰伊湖被世界觀察研究所定為地球上「污染之最」，在二十世紀五十到六十年代成為蘇聯垃圾場。第二個地點為俄羅斯車里雅賓斯克
797,
798,東羅馬帝國
799,南京
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,婚姻制度由群婚轉向對偶婚，形成了比較確定的夫妻關係
808,1946年
809,礦產資源
810,1449年
811,1986年
812,隆武帝
813,
814,孫叔敖
815,《哈比人歷險記》和《魔戒》中的事件在敘事和風格上都有與之相似之處，其總體的意象據說對托爾金
816,雙汗制
817,23年
818,民權運動
819,中華全國體育協進會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,武狀元蘇乞兒》、《唐伯虎點秋香》等都是以全新角度演繹一些民間傳說人物，不再滿足於一味迎合觀眾的需求
822,1956年
823,《產假和保護婦女兒童權利法》
824,為菲律賓富商工作的工資遠高於在港工作
825,太平洋艦隊
826,夫餘國
827,人民頻繁的遷移
828,四世紀
829,地面頻道干擾
830,民主制度失敗的教訓，國民議會是法國的最高權力
831,美國
832,1979年
833,隋朝
834,寧都會議
835,捷運機場線等國際工程實施
836,太陽
837,1940年
838,妖怪學
839,1987年
840,[UNK][UNK]
841,
842,漢卿
843,張學良
844,陳平順
845,主序帶
846,厄德
847,高架路線
848,2007年
849,外蒙古等五國申請加入聯合國
850,青銅時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2014年
855,羅馬帝國
856,恆星的形成從分子雲內部的重力不穩定開始，通常是因為超新星的沖激波觸發或兩個星系的碰撞。一但某個區域的密度達到或滿足金斯不穩定性的標準，它就會因為自身的重力
857,希臘人
858,生物演化
859,1988年
860,韓國
861,朱載[UNK]
862,愛國
863,法文老師
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,教宗
869,康熙帝
870,土地起伏大
871,第二產程
872,民國43年
873,地質類學科專業
874,中國科學技術大學化學係主任
875,茶鹼
876,倫提尼安一世
877,2000年6月
878,電氣化鐵路
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,
883,風景區外圍及重要公路
884,1910年革命
885,鎬京
886,人生觀念
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,小學
895,難以運用科學方法證明其真偽
896,東德使館
897,冷戰時期
898,1989年
899,核心
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,第四次迦太基大會
907,自主選擇權
908,燃燒燃料的速度
909,加拿大軍事基地
910,120
911,1950年代
912,文藝復興運動
913,行為不檢點
914,文藝復興式
915,楚州人
916,1590年
917,1989年
918,埃姆斯蘭到博特羅普
919,民主德國廣播電台是自1952年到德國統一期間東德的官方廣播電台。東德官方的對外廣播電台是柏林國際廣播電台
920,望遠鏡
921,古埃及
922,由魯斯蒂謙記錄的《馬可·波羅遊記》中描繪出元朝中國的繁華景象
923,媒體維基」的戲稱，維基百科貢獻者丹尼爾·邁耶
924,
925,2000年
926,67個
927,1月21日
928,18世紀中期，盧安達王國開始統治這片土地，圖西族國王征服了其他民族，集中權力，後來還制定了反胡圖族的政策。1884年
929,礦產資源
930,大慶油田
931,私立大學
932,歐登堡的邦立圖書館
933,早期韓國華僑的聚集所在
934,李[UNK]
935,林紹良
936,汪大淵
937,英語
938,[UNK]稻
939,宋真宗
940,4500
941,美國聯邦調查局
942,9月
943,由於其副汗或小汗多帶有伊利的的稱號
944,經元善
945,路易十四
946,韓國
947,25[UNK]35天
948,閩南人
949,民國28年
950,聶耳
951,公共汽車
952,精子
953,石排灣
954,正教
955,八角鼓
956,歐洲鋼鐵產量會下降
957,紀念基金
958,1642年
959,徐載弼
960,蒙哥
961,德魯修斯
962,芝加哥大學
963,船業
964,減低阻力
965,紐格威森林
966,2014年
967,拿破崙
968,戴克里先
969,166年
970,科學
971,市場經濟
972,1963年
973,亞歷山大六世
974,1919年
975,天安門廣場集會
976,2001年8月15日
977,1958年底
978,繼承西晉，為州、郡、縣三級制。雖然各國佔地不大，但往往分置許多州，以致州境縮小。並且將自己沒有統治的州郡也常常在境內設置，例如前趙將幽州設在北地郡，後秦將冀州設在蒲板，南燕將徐州設在莒縣等。由於一些國家採胡漢分治的制度
979,涵元門
980,太白
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,影帝最佳男主角寶座
989,內陸地區
990,國大黨
991,白[UNK]紀滅絕事件
992,毒品
993,物種形成
994,1252年
995,元朝
996,1932年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,邦聯政府在該條例約制下運作，國會因其無效率而於1787年召開大陸會議。各州除羅德島外都同意委派代表與會。國會結構是大陸會議所面對之意見分裂的議題之一。詹姆士·麥迪遜
1002,1946年
1003,
1004,基本食物
1005,1991年
1006,
1007,天狼星
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,
1014,紐約尼克
1015,預付的模式。雖然這個詞並沒有很好的描述了集郵人士的特性，但是並沒有妨礙它走進各種字母文字。現在郵票已成為世界一大熱門收藏品。起初人們只是為了裝飾
1016,合肥
1017,100萬到1兆
1018,第二代
1019,匈奴
1020,17日
1021,五等爵制
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,艾森豪
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,
1031,1985
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,輔音
1036,寧都會議
1037,舊石器時代晚期
1038,166年
1039,荀子
1040,集團軍
1041,西南師範大學的前身川東師範學堂、西南政法大學的前身重慶公立法政專門學校
1042,妨礙了公民的知情權
1043,愷撒
1044,朝鮮語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1980
1049,河岸
1050,儘快統一
1051,挪威
1052,越戰
1053,蒙羞
1054,南華縣
1055,英國
1056,漢族
1057,路面電車
1058,四帝共治制
1059,1060公釐
1060,1939年
1061,唐軍
1062,荊州劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝與漢朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,480萬人
1073,
1074,1627年
1075,環境污染
1076,美屬維京群島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,戴克里先
1081,6世紀
1082,
1083,甘肅省
1084,決勝局
1085,
1086,耶穌會
1087,一個
1088,破四舊
1089,三次
1090,蒙古各部，為了獲得大寧地區的駐牧權
1091,《八篇書》
1092,郭松齡
1093,毒性
1094,雲南省第二殖邊督辦公署
1095,明清兩朝
1096,1968年
1097,反潛
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,河川
1102,抗日戰爭
1103,募兵制代替徵兵制。馬略放棄了早就難以為繼的財產資格限制
1104,劉宋
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,赫爾辛基
1113,《男人四十》
1114,貴霜帝國
1115,1846年
1116,辛亥革命
1117,邱行湘
1118,合會朱陸
1119,幾個
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,蒙聯軍
1126,電腦與人工智慧實驗室及鐵路技術部還研發了一些早期的電子遊戲，並創造了現代黑客
1127,朱序
1128,匯率波動
1129,政府工作報告
1130,1992年兩國建交以後
1131,康拉德·阿登納
1132,東北亞的倭國、百濟則有密切的朝貢關係，倭國曾在晉末、劉宋對江東朝貢十多次，史書記載有五位倭王，是為倭五王；百濟在劉宋後期與江東的關係更形緊密，似乎結成軍事同盟，共抗北魏。因為469年北魏完全奪取劉宋在山東半島
1133,聖奧古斯丁
1134,公元185年
1135,弱勢群體
1136,大正天皇
1137,西區圖書館
1138,中國歷代
1139,義輝
1140,美國總統選舉
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,西班牙
1148,瑞士蘇黎世州
1149,洪武三十一年十二月
1150,英國
1151,76
1152,民國36年
1153,
1154,分散了泛國民黨支持者的票源
1155,2
1156,拋秧
1157,七個
1158,劉少奇
1159,卡加梅
1160,12個
1161,羅馬轉寫
1162,2010年
1163,財務分析工具
1164,自然
1165,美國海軍
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,環保運動
1174,希察克爾夏季音樂節
1175,滬昆高速公路
1176,繼續懷孕會有危險時
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,儒家思想
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,在印度支那和新喀里多尼亞建立了法國殖民地
1186,唯泰主義
1187,1970年代浙江河姆渡遺址的七千年前稻穀的出土、1993年
1188,兩岸經濟合作架構協議
1189,也先親自統領的中路軍
1190,自由主義
1191,1874年
1192,衝動
1193,什錦麵和皿烏龍麵
1194,李克強
1195,河東道
1196,[UNK]++
1197,希波丹姆
1198,熱帶稀樹草原
1199,韓國
1200,太原組織
1201,63個
1202,46公里長
1203,十六世紀
1204,佛羅倫斯聖十字大殿
1205,公元前779年
1206,吉隆坡
1207,1891年
1208,軍事防衛
1209,發展局
1210,大氣層
1211,北京電視台
1212,[UNK]州縣實際解散
1213,十月革命
1214,英國
1215,美國大學協會
1216,義務教育
1217,郭松齡反奉。郭素稱東北軍第一猛將，率領7萬人直取奉天，張作霖猝不及防，準備撤守。據奉軍軍團長王鐵漢
1218,開京
1219,美國大蕭條時期
1220,解決元成宗時期的財政危機
1221,伊薩克
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽而言，受到太陽風擴張影響所及的氣泡狀範圍
1229,建設中國特色社會主義
1230,劉裕
1231,基督教會或大公教會一詞可追溯至公元第二世紀的基督徒對基督教組織的習慣稱呼。教會一詞在這兒來說，和基督教會是相同的意思，但教會一詞的意思比較廣泛。在傳統基督教
1232,鮑德溫伯爵
1233,佛教
1234,周代
1235,東正教
1236,高雄市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1898年
1248,義大利汽車之都
1249,火箭發動機
1250,自律心肌細胞
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度。私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,解釋恆星內部和恆星演化的模型被成功的發展出來
1268,民國3年
1269,美國聯邦儲備委員會及紐約金融服務局
1270,潘章
1271,約翰·莫根
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市西城區宣武門西大街131號辦公樓召開最後一屆全體機關幹部大會，宣布留任國家郵政局的具體人選；11月28日，重組後的國家郵政局
1276,無晶態的硫，倫琴衍射顯示其中含有由八個硫原子組成的環。這種硫在室溫下不十分穩定，它漸漸恢復為晶體狀態
