id,tested_positive
303,15.860913
304,15.796916
305,18.164888
306,17.584723
307,14.517352
308,14.381372
309,18.212112
310,18.402552
311,18.249613
312,15.471856
313,11.733338
314,14.212426
315,9.532289
316,11.290989
317,20.53279
318,13.422557
319,17.270897
320,18.843855
321,8.373906
322,15.34972
323,10.489037
324,9.565246
325,17.485699
326,6.549959
327,18.899883
328,8.658144
329,12.733084
330,15.25631
331,15.196888
332,12.676616
333,15.19368
334,12.298756
335,10.313735
336,11.459989
337,15.219568
338,10.533121
339,6.5577106
340,16.02108
341,15.361295
342,16.191717
343,13.208001
344,6.092372
345,17.468958
346,12.199309
347,17.303621
348,21.119444
349,7.4310665
350,12.645553
351,11.6313305
352,13.046956
353,6.075395
354,13.201612
355,17.039045
356,11.855406
357,17.0169
358,7.9208302
359,4.5657125
360,11.078441
361,11.893514
362,14.548435
363,13.8890505
364,11.688102
365,13.979888
366,9.67904
367,17.640276
368,5.73625
369,13.028508
370,20.20053
371,10.946633
372,13.894116
373,18.694796
374,15.761906
375,16.385622
376,11.176406
377,16.7468
378,15.357272
379,5.1699467
380,24.308022
381,7.0601254
382,16.839872
383,14.034071
384,15.165924
385,18.728586
386,13.77403
387,12.58167
388,15.560348
389,17.834015
390,15.552449
391,17.165741
392,13.153218
393,11.178636
394,10.176248
395,15.193295
396,15.172495
397,6.8667545
398,12.744476
399,6.3162384
400,13.600789
401,10.821988
402,4.0654244
403,5.6512628
404,10.991557
405,14.624158
406,11.146581
407,6.7025237
408,5.2233133
409,6.998724
410,7.001927
411,9.271164
412,7.735178
413,13.460534
414,8.377204
415,13.431258
416,6.9325705
417,11.499857
418,7.045385
419,6.840266
420,11.4004345
421,6.6010056
422,15.316769
423,7.511528
424,15.088984
425,6.309933
426,15.370115
427,6.5457473
428,7.7003684
429,13.469328
430,15.523463
431,17.326326
432,7.09172
433,3.963211
434,10.332986
435,15.607121
436,10.6242285
437,5.399197
438,12.910295
439,6.784269
440,15.907502
441,11.127877
442,11.3602705
443,13.809655
444,7.630873
445,18.815008
446,12.50943
447,16.789158
448,11.652754
449,12.347997
450,8.191475
451,8.506155
452,12.9339905
453,12.50752
454,8.73916
455,14.0431185
456,15.760008
457,11.487168
458,16.595488
459,6.898213
460,17.558321
461,8.180788
462,6.386016
463,6.474488
464,7.399031
465,6.0916586
466,11.264097
467,16.660612
468,7.721637
469,11.082594
470,9.976061
471,13.353204
472,11.622111
473,8.4000845
474,11.458043
475,15.48692
476,6.622284
477,5.6133113
478,7.9423327
479,9.079523
480,17.90377
481,16.121792
482,9.082205
483,12.707773
484,10.460372
485,17.649687
486,11.783443
487,10.08752
488,14.31232
489,15.744212
490,9.578792
491,7.503105
492,11.756204
493,11.072282
494,17.149237
495,3.9079576
496,17.795914
497,15.748822
498,8.326471
499,12.464673
500,5.2978754
501,7.992123
502,17.788013
503,16.474066
504,13.3883505
505,10.213166
506,15.49225
507,6.4549656
508,10.62009
509,4.6835794
510,9.403094
511,21.157843
512,10.698863
513,9.33962
514,6.556467
515,6.0038257
516,20.132505
517,5.9710913
518,12.918597
519,18.341492
520,9.451459
521,10.823168
522,5.340732
523,7.5157175
524,8.149659
525,21.754984
526,11.088601
527,16.309305
528,7.299804
529,13.941831
530,12.059219
531,7.1944604
532,4.6308784
533,18.263546
534,7.720577
535,16.964054
536,9.8204
537,8.761296
538,9.31971
539,15.851262
540,9.91611
541,18.180021
542,16.632097
543,11.190518
544,15.272298
545,9.281717
546,9.828764
547,11.271042
548,8.265321
549,12.43751
550,8.676531
551,10.78074
552,9.849583
553,9.627252
554,3.8074825
555,15.158203
556,11.533742
557,8.213736
558,12.058525
559,10.801375
560,19.708643
561,10.9708805
562,6.5744557
563,12.807041
564,5.191518
565,7.382771
566,9.087593
567,16.516058
568,7.367346
569,9.085113
570,7.7342453
571,11.854401
572,18.660563
573,10.608286
574,18.14771
575,9.520431
576,16.330702
577,5.435789
578,6.814625
579,7.727383
580,7.912736
581,6.194656
582,6.935507
583,7.8115644
584,7.9902577
585,7.051701
586,9.239986
587,4.4324865
588,13.087038
589,9.134607
590,8.249758
591,15.832499
592,6.015795
593,7.520246
594,7.165124
595,7.470846
596,8.789759
597,9.041852
598,6.4476085
599,9.003704
600,10.250397
601,15.565886
602,8.346466
603,5.17047
604,10.226015
605,17.071466
606,7.935279
607,10.176477
608,9.540677
609,14.842102
610,15.44561
611,9.061682
612,13.755801
613,4.147892
614,14.727803
615,7.9394107
616,7.9542403
617,14.322792
618,7.6065392
619,16.399975
620,8.179596
621,8.349272
622,12.8134775
623,8.80596
624,9.15292
625,6.6069784
626,16.998663
627,20.21268
628,5.500522
629,10.5259695
630,6.324776
631,15.721409
632,9.8210335
633,16.812737
634,8.563672
635,11.270794
636,12.7239065
637,18.23813
638,8.715025
639,18.898495
640,8.451673
641,22.011242
642,8.4914875
643,8.275197
644,8.058395
645,10.148757
646,6.1904106
647,16.249413
648,9.567414
649,6.1032333
650,14.953736
651,6.303831
652,10.065207
653,20.70743
654,16.19184
655,9.980735
656,14.313689
657,25.541466
658,14.568892
659,17.241093
660,14.092974
661,7.070117
662,28.5415
663,8.349703
664,24.098461
665,15.165349
666,10.6900015
667,14.731841
668,18.575333
669,9.249296
670,12.686933
671,11.889171
672,11.774214
673,12.764157
674,8.166095
675,21.420393
676,16.99228
677,16.655748
678,8.587557
679,14.284502
680,7.489152
681,9.311586
682,28.228348
683,29.317265
684,7.7766476
685,18.336763
686,12.822547
687,13.172497
688,5.56095
689,5.9162426
690,13.317972
691,9.628464
692,22.264275
693,11.421512
694,7.0537605
695,22.130774
696,6.6716948
697,19.358406
698,16.013714
699,22.402279
700,10.522742
701,13.775183
702,12.256615
703,5.096554
704,11.407802
705,16.597681
706,9.215457
707,10.862826
708,6.5123153
709,24.673773
710,18.568974
711,10.482408
712,4.9595537
713,12.280942
714,15.644926
715,7.647135
716,14.159398
717,17.750814
718,7.1529865
719,10.567207
720,9.174299
721,15.512683
722,10.510354
723,11.789052
724,16.273169
725,16.123837
726,9.398267
727,15.549367
728,12.69495
729,4.974658
730,23.603357
731,5.373849
732,6.7049866
733,24.33833
734,9.16157
735,12.434819
736,14.141164
737,13.95447
738,8.395157
739,6.3982983
740,6.818802
741,15.08727
742,11.9944315
743,6.255522
744,10.754553
745,18.525656
746,15.186417
747,17.084621
748,7.0495024
749,9.551189
750,8.083942
751,9.781417
752,11.604251
753,4.3137097
754,11.190448
755,14.933304
756,13.235921
757,6.1490746
758,9.606345
759,11.576214
760,18.091959
761,9.106119
762,9.691429
763,14.844299
764,10.425311
765,4.8726044
766,13.501294
767,12.937846
768,12.844306
769,5.68987
770,21.728065
771,12.7211
772,15.686793
773,16.37366
774,9.222729
775,12.449682
776,7.87116
777,20.503101
778,9.105894
779,14.547304
780,19.867311
781,8.392263
782,24.170528
783,12.172083
784,15.541293
785,17.197943
786,14.469749
787,10.977386
788,8.756475
789,7.928329
790,10.984576
791,9.352991
792,14.756186
793,6.238886
794,10.457982
795,6.8313794
796,15.882303
797,13.078554
798,18.111147
799,10.263012
800,12.06509
801,15.1711855
802,9.8408165
803,9.787961
804,11.940279
805,6.4763937
806,21.177254
807,17.501583
808,13.613784
809,20.284029
810,20.647507
811,17.903486
812,21.628107
813,13.952512
814,11.348757
815,21.822205
816,18.16068
817,18.303518
818,18.791523
819,9.42127
820,19.800558
821,4.6172094
822,16.631765
823,23.082045
824,16.443764
825,8.745543
826,7.7182717
827,9.843669
828,8.810061
829,22.26262
830,7.1750975
831,14.40408
832,28.542147
833,11.734426
834,18.257666
835,32.43377
836,10.817491
837,25.29297
838,22.635366
839,12.034024
840,29.110327
841,21.998676
842,13.449982
843,10.412707
844,30.862436
845,14.221233
846,11.444124
847,17.578127
848,7.447094
849,10.275808
850,18.995283
851,13.36879
852,23.256763
853,14.212303
854,11.895621
855,7.7819576
856,18.668882
857,10.55534
858,10.649973
859,19.373106
860,25.976402
861,28.400948
862,19.324146
863,24.48558
864,23.788776
865,24.36406
866,16.57017
867,24.895823
868,26.77589
869,22.123806
870,8.908647
871,26.318907
872,31.666353
873,32.106155
874,7.366952
875,30.1192
876,16.086004
877,28.971508
878,11.531305
879,21.553146
880,22.096418
881,22.804415
882,10.01816
883,15.370125
884,32.457973
885,18.118835
886,20.682568
887,24.909725
888,11.489297
889,13.284225
890,10.80974
891,20.906685
892,18.685675
893,13.295923
894,38.890255
895,8.660383
896,20.556988
897,28.12038
898,23.04556
899,36.156822
900,25.250605
901,7.036026
902,26.362473
903,18.00837
904,23.505117
905,8.896188
906,33.707287
907,24.026085
908,11.701915
909,10.860111
910,33.352825
911,32.050655
912,35.587936
913,10.678283
914,22.72319
915,42.739735
916,15.4498825
917,14.4420185
918,27.77693
919,23.42308
920,17.572397
921,17.658339
922,18.000664
923,45.95022
924,17.86425
925,9.191948
926,26.073181
927,26.01824
928,28.999258
929,14.137579
930,20.233227
931,46.836308
932,12.535746
933,32.07046
934,28.508423
935,12.063536
936,10.565739
937,28.061262
938,19.79267
939,25.888123
940,25.378656
941,35.295155
942,23.333212
943,35.632282
944,18.003761
945,24.866869
946,26.02696
947,37.85048
948,26.926834
949,8.9325285
950,31.709446
951,43.485237
952,22.142426
953,14.845491
954,22.944595
955,28.162018
956,32.91185
957,17.471712
958,21.175653
959,25.979858
960,8.295536
961,32.247345
962,29.016571
963,24.252075
964,31.954788
965,24.315195
966,12.194918
967,28.99651
968,32.78485
969,26.41192
970,26.570425
971,21.13223
972,26.280779
973,19.09946
974,20.298063
975,32.49851
976,9.352483
977,35.06181
978,20.69693
979,35.59933
980,13.618416
981,19.970783
982,32.085224
983,22.946215
984,38.53924
985,12.8875065
986,37.31359
987,23.7839
988,22.371943
989,37.069862
990,30.013796
991,22.11761
992,30.007309
993,27.87372
994,15.367943
995,34.433525
996,41.32256
997,35.28616
998,17.401863
999,30.198858
1000,7.5522656
1001,13.782278
1002,29.75959
1003,33.11338
1004,8.665279
1005,28.20828
1006,27.265354
1007,17.33209
1008,18.679754
1009,23.735498
1010,24.060036
1011,28.16144
1012,20.605135
1013,36.971333
1014,32.84977
1015,29.43153
1016,28.275835
1017,28.565882
1018,19.735964
1019,22.142704
1020,18.612984
1021,32.29997
1022,43.696774
1023,26.937016
1024,34.515053
1025,34.504124
1026,20.819622
1027,17.980247
1028,32.402466
1029,37.795387
1030,12.974052
1031,29.061464
1032,14.7425
1033,17.4717
1034,27.064455
1035,33.333675
1036,34.53228
1037,13.1129675
1038,15.469594
1039,15.038166
1040,34.143272
1041,18.50133
1042,35.39149
1043,38.593685
1044,18.845385
1045,36.17595
1046,21.921072
1047,19.951591
1048,34.76594
1049,26.311882
1050,29.484177
1051,32.998753
1052,18.86432
1053,32.562588
1054,34.36635
1055,39.854546
1056,23.794355
1057,27.10667
1058,25.98594
1059,34.402626
1060,39.425747
1061,27.149101
1062,36.948338
1063,29.798801
1064,33.53982
1065,22.912306
1066,31.271847
1067,23.995914
1068,26.082224
1069,30.88486
1070,26.815525
1071,29.842335
1072,39.47865
1073,35.748463
1074,35.12417
1075,36.785034
1076,36.496223
1077,39.54471
