id,tested_positive
351,11.606704
352,13.024067
353,5.96717
354,13.138581
355,17.180498
356,11.910373
357,17.12069
358,7.780862
359,4.581846
360,11.184056
361,11.877894
362,14.674077
363,13.771129
364,11.752695
365,14.092542
366,9.710807
367,17.819881
368,5.7875414
369,13.005528
370,20.30287
371,10.970216
372,13.928027
373,18.859215
374,15.819797
375,16.472836
376,11.211511
377,16.944054
378,15.334256
379,5.08523
380,24.500193
381,7.0344257
382,16.904232
383,13.9455805
384,15.261163
385,18.687677
386,13.686742
387,12.5604925
388,15.7008295
389,18.060715
390,15.602074
391,17.314203
392,13.183053
393,11.244302
394,10.142804
395,15.4306965
396,15.139121
397,6.878015
398,12.734288
399,6.213974
400,13.539478
401,10.854419
402,4.358322
403,5.674238
404,11.057801
405,14.647078
406,11.099551
407,6.6826725
408,5.2029295
409,6.7902884
410,7.0006547
411,9.279676
412,7.643437
413,13.475701
414,8.262917
415,13.433809
416,6.8910074
417,11.62473
418,7.003769
419,6.789592
420,11.370471
421,6.547923
422,15.178729
423,7.52457
424,15.265597
425,6.308255
426,15.552586
427,6.639617
428,7.6882696
429,13.60756
430,15.6135645
431,17.525257
432,6.974399
433,4.201281
434,10.232884
435,15.638869
436,10.519588
437,5.399158
438,12.867896
439,6.790225
440,15.930738
441,11.156306
442,11.385177
443,13.749902
444,7.5621734
445,19.091301
446,12.498742
447,16.927635
448,11.588561
449,12.271163
450,8.22264
451,8.379157
452,12.990047
453,12.554278
454,8.748143
455,14.13067
456,15.849748
457,11.515129
458,16.591633
459,6.9096413
460,17.601002
461,8.044659
462,6.1814566
463,6.4419537
464,7.3921127
465,6.166729
466,11.187549
467,16.941566
468,7.783984
469,11.158563
470,10.013912
471,13.539008
472,11.633027
473,8.399232
474,11.4273
475,15.68107
476,6.573022
477,5.513861
478,8.0335655
479,9.047721
480,18.05899
481,16.198738
482,9.138613
483,13.011128
484,10.430446
485,17.809761
486,11.847416
487,10.021979
488,14.403133
489,15.706584
490,9.559409
491,7.433326
492,11.780591
493,11.181241
494,17.312323
495,4.2513747
496,17.686098
497,15.780547
498,8.507836
499,12.493524
500,5.2252903
501,8.069005
502,17.933857
503,16.493206
504,13.501709
505,10.26484
506,15.600749
507,6.441369
508,10.590373
509,4.758589
510,9.383121
511,21.204807
512,10.681806
513,9.310955
514,6.575447
515,5.9552393
516,20.3443
517,6.012321
518,12.984267
519,18.37222
520,9.401071
521,10.972118
522,5.280323
523,7.414936
524,8.145275
525,21.946035
526,11.200063
527,16.433973
528,7.244369
529,13.9659605
530,11.989026
531,7.080124
532,4.589344
533,18.320522
534,7.6682053
535,17.083004
536,9.904508
537,8.747844
538,9.306502
539,15.690507
540,9.994281
541,18.28201
542,16.730198
543,11.243829
544,15.392457
545,9.302422
546,9.774405
547,11.273449
548,8.317084
549,12.521778
550,8.620296
551,10.744142
552,9.651154
553,9.508307
554,3.9818103
555,15.01816
556,11.60675
557,8.103287
558,12.128817
559,10.782952
560,19.770018
561,10.947986
562,6.547529
563,12.806909
564,5.158866
565,7.335115
566,9.116641
567,16.650259
568,7.4079413
569,9.017432
570,7.730772
571,11.923497
572,18.617458
573,10.431455
574,18.279625
575,9.482715
576,16.513786
577,5.3523045
578,6.8102074
579,7.700926
580,7.8909006
581,6.2077045
582,6.9210577
583,7.771714
584,8.026766
585,7.0329456
586,9.14725
587,4.428564
588,13.171693
589,9.120261
590,8.40381
591,15.860768
592,5.886739
593,7.459983
594,7.1692076
595,7.458918
596,8.700099
597,9.018905
598,6.4040613
599,9.028298
600,10.204273
601,15.717471
602,8.321733
603,4.875756
604,10.2539215
605,17.136177
606,7.942385
607,10.092008
608,9.529458
609,14.961747
610,15.362121
611,9.027183
612,13.702942
613,4.2582827
614,14.856082
615,7.925872
616,7.956226
617,14.279059
618,7.6405416
619,16.605835
620,8.07914
621,8.378082
622,13.056028
623,8.807875
624,9.153995
625,6.562566
626,16.9817
627,20.271137
628,5.5134954
629,10.5660715
630,6.170035
631,15.896775
632,9.895289
633,17.000973
634,8.533504
635,11.2654085
636,12.740656
637,18.41114
638,8.779121
639,18.930614
640,8.3915415
641,22.117687
642,8.509691
643,8.1738825
644,8.0371
645,10.204276
646,6.1067605
647,15.840602
648,9.407132
649,5.9308815
650,14.940843
651,6.2227845
652,9.952342
653,20.698788
654,16.212835
655,10.046042
656,14.186565
657,25.202118
658,14.586312
659,17.181822
660,14.028711
661,6.968112
662,28.749826
663,8.282281
664,24.299381
665,15.124234
666,10.670938
667,14.720895
668,18.6942
669,9.1374035
670,12.589423
671,11.881251
672,11.865755
673,12.745805
674,7.910356
675,21.375362
676,17.118473
677,16.766008
678,8.654653
679,14.145316
680,7.494809
681,9.324594
682,27.926197
683,28.75401
684,7.7238736
685,18.547695
686,12.925649
687,13.012206
688,5.48444
689,5.8802533
690,13.320674
691,9.5773535
692,22.304792
693,11.572277
694,7.022148
695,22.258839
696,6.6482735
697,19.372263
698,15.908027
699,22.534395
700,10.4063635
701,13.690953
702,12.174157
703,5.1552753
704,11.260648
705,16.687971
706,9.034969
707,10.886067
708,6.6959705
709,24.620676
710,18.638992
711,10.405044
712,4.8996882
713,12.184448
714,15.454142
715,7.489231
716,14.100704
717,17.839993
718,6.9791107
719,10.511579
720,9.104828
721,15.445882
722,10.579476
723,11.858045
724,16.205467
725,16.15472
726,9.396956
727,15.457439
728,12.5427885
729,4.99835
730,23.759676
731,5.5521955
732,6.4536047
733,24.56435
734,9.189845
735,12.12551
736,13.925525
737,14.2331295
738,8.481899
739,6.2793965
740,6.5262537
741,15.072625
742,11.799232
743,6.25332
744,10.704349
745,18.605787
746,15.208827
747,16.80663
748,6.9737062
749,9.586806
750,8.198012
751,9.639408
752,11.601639
753,4.410706
754,11.285634
755,14.789081
756,13.22243
757,6.0516186
758,9.388004
759,11.574663
760,18.001986
761,9.114084
762,9.6019945
763,14.913854
764,10.372603
765,4.880871
766,13.366965
767,12.490494
768,12.816579
769,5.729512
770,21.76813
771,12.845837
772,15.614048
773,16.353569
774,9.102542
775,12.464957
776,7.9096746
777,20.61554
778,9.064178
779,14.719132
780,19.80172
781,8.291744
782,24.177244
783,11.818278
784,15.619504
785,16.97103
786,14.295893
787,10.891927
788,8.652579
789,7.959362
790,11.098325
791,9.254194
792,14.401744
793,5.939144
794,10.361663
795,6.7741613
796,15.621924
797,12.946837
798,18.042536
799,10.303845
800,11.909371
801,15.259241
802,9.7540655
803,9.891007
804,11.943143
805,6.4701586
806,21.352154
807,16.80857
808,13.371486
809,20.443577
810,20.181793
811,17.936533
812,21.697617
813,14.0126
814,11.21314
815,21.240364
816,18.117401
817,17.807291
818,18.659817
819,9.255711
820,19.265152
821,4.6602817
822,16.319618
823,23.16734
824,16.466053
825,8.789015
826,7.619628
827,9.77515
828,8.777133
829,21.789948
830,7.1757054
831,14.078305
832,28.205795
833,11.682185
834,18.26147
835,32.42451
836,10.780591
837,24.618927
838,22.74606
839,11.9791975
840,28.904835
841,21.834946
842,13.198785
843,10.46051
844,30.664145
845,13.870555
846,11.443353
847,17.370497
848,7.329815
849,10.0570545
850,19.014046
851,13.348509
852,23.493155
853,14.183087
854,12.06367
855,7.6476836
856,18.394022
857,10.285289
858,10.537912
859,19.216465
860,25.670387
861,28.354939
862,19.02523
863,24.20609
864,23.430553
865,23.862019
866,16.318134
867,25.116371
868,26.717777
869,22.29795
870,9.0686865
871,26.4992
872,31.403458
873,31.786821
874,7.2985463
875,29.931358
876,15.700925
877,28.704346
878,11.444894
879,20.974506
880,22.138638
881,22.852415
882,9.96191
883,14.977499
884,32.28994
885,17.9882
886,20.21549
887,24.828074
888,11.422374
889,13.183793
890,10.686813
891,21.018246
892,17.986534
893,13.161943
894,38.585987
895,8.56763
896,20.235497
897,27.895554
898,22.750235
899,35.84087
900,24.83759
901,6.955201
902,26.124998
903,17.8449
904,22.923306
905,8.759298
906,33.553635
907,23.362682
908,11.468916
909,10.8208275
910,33.348167
911,32.017025
912,35.428787
913,10.616532
914,22.344402
915,42.715588
916,15.338704
917,14.229701
918,27.056643
919,23.597752
920,17.513634
921,17.723888
922,18.214764
923,45.512142
924,17.881489
925,9.238036
926,26.094978
927,25.406773
928,28.440683
929,14.399333
930,20.167122
931,46.11435
932,12.533254
933,31.65493
934,28.034279
935,11.979927
936,10.671291
937,27.713982
938,19.498884
939,25.794199
940,25.197882
941,35.342106
942,22.81262
943,35.149296
944,18.073013
945,24.985668
946,25.713467
947,37.653553
948,26.893305
949,8.797076
950,31.609161
951,43.016346
952,21.920452
953,14.65728
954,22.830137
955,27.93213
956,32.8147
957,17.141209
958,21.248043
959,25.676428
960,8.217118
961,32.25339
962,28.636219
963,24.618238
964,31.817173
965,24.035416
966,12.141925
967,28.809097
968,32.33134
969,26.245382
970,26.209152
971,21.121223
972,26.097412
973,18.92926
974,19.948359
975,31.826569
976,9.407102
977,34.918503
978,20.486137
979,35.358875
980,13.573556
981,20.02232
982,31.683071
983,22.597305
984,38.494503
985,12.717431
986,37.409042
987,23.609278
988,22.004604
989,36.90315
990,29.871521
991,21.84948
992,29.64258
993,27.667332
994,15.191438
995,34.267845
996,41.140617
997,35.13357
998,17.44205
999,30.027462
1000,7.4508986
1001,13.498319
1002,29.493969
1003,32.996513
1004,8.420154
1005,28.165554
1006,27.240824
1007,17.121878
1008,18.617311
1009,23.756733
1010,23.792799
1011,28.120094
1012,20.789864
1013,36.89529
1014,32.73492
1015,29.059036
1016,28.03399
1017,28.433628
1018,19.868656
1019,22.09437
1020,18.278282
1021,32.223957
1022,43.294727
1023,26.807697
1024,34.403996
1025,34.365208
1026,20.889267
1027,17.982176
1028,32.391186
1029,37.619255
1030,12.867321
1031,28.770708
1032,14.445736
1033,17.530111
1034,26.979622
1035,33.304466
1036,34.396244
1037,13.089107
1038,15.429673
1039,14.618054
1040,34.04261
1041,18.144516
1042,35.213543
1043,38.234814
1044,18.513971
1045,36.133503
1046,21.416624
1047,19.619268
1048,34.53542
1049,26.318203
1050,29.460981
1051,32.91286
1052,18.69021
1053,32.722515
1054,34.199223
1055,39.568493
1056,23.45522
1057,26.772778
1058,25.653671
1059,34.12961
1060,39.278362
1061,27.023563
1062,36.638355
1063,29.568424
1064,33.33403
1065,22.653519
1066,31.083336
1067,23.617144
1068,26.153812
1069,30.643768
1070,26.5815
1071,29.837576
1072,38.994366
1073,35.37047
1074,34.879784
1075,36.85422
1076,36.28662
1077,39.61783
